RID,Age,Gender,Stream,Internships,Btech_CGPA,SSLC_Percentage,PUC_Percentage,Hostel,HistoryOfBacklogs,PlacedOrNot,Salary
A9PJISOCHI067,22,Male,Mechanical,0,7,68,68,1,1,0,250000
A3JPZ47XDH1MOJ,21,Male,Electronics And Communication,0,8,76,70,0,0,1,236000
A12G8EEQPWSUMF,21,Male,Information Technology,1,6,78,71,0,0,0,
A1SGBCM7XUC5HF,22,Female,Computer Science,2,7,79,76,1,0,1,250000
A18PVW74M2G95I,22,Male,Electronics And Communication,0,7,91,70,0,0,0,
A86JSSIGWSCDF,21,Male,Electronics And Communication,1,7,67,75,0,1,1,210000
A4TY1GL28H78B,22,Male,Information Technology,0,8,70,74,0,0,1,250000
A3TPTWRQAFSC1D,21,Male,Information Technology,0,8,71,73,0,0,1,400000
A3UK7TKI7NW4SQ,22,Female,Electrical,1,8,76,78,0,1,1,250000
A1TD2589ZVHZ3S,22,Male,Information Technology,1,6,70,79,0,0,1,250000
AF5ISKL5UMP25,22,Male,Mechanical,0,8,75,76,1,1,1,360000
A27EQ0BTQV5J6K,21,Male,Mechanical,0,6,74,81,1,0,1,300000
ACGGG91TIHBYZ,21,Male,Electronics And Communication,1,8,73,88,0,0,1,250000
A3H3F1Z14JCB8K,21,Male,Civil,0,7,78,81,0,0,0,
A3TNGL1RNUBHFQ,22,Female,Computer Science,1,8,79,86,1,0,1,200000
A2V201N29W955R,22,Female,Information Technology,1,7,76,83,0,0,1,250000
AZTYFR0MF9S8X,21,Male,Mechanical,1,6,81,82,1,0,0,
A3V5YRF513Q0AA,21,Male,Mechanical,0,7,88,81,1,0,1,250000
A1H26D871SBO9Y,21,Male,Electronics And Communication,0,8,81,80,0,0,1,220000
A85AJSP9AE89A,22,Male,Computer Science,0,6,86,76,0,0,1,265000
A3PTLJHP9YW34F,22,Male,Electrical,0,6,83,71,0,1,0,
AIMENKO3TMZ4X,21,Male,Information Technology,2,8,82,78,0,0,1,260000
AYBCQ12Z5ZPQG,22,Male,Electrical,0,8,81,69,0,0,1,300000
A38SPE3LO1E9EY,21,Male,Electronics And Communication,1,7,80,68,0,0,0,
A32XEBMGV5Z3QV,22,Male,Mechanical,0,7,76,76,1,0,1,400000
A29YCQT6QB10ZL,22,Male,Electronics And Communication,0,7,71,78,0,0,0,
A3FM9FBCAXB57H,21,Male,Computer Science,1,8,78,79,0,0,1,300000
AD7C8S2QL38QI,22,Male,Electronics And Communication,0,8,69,91,0,0,1,240000
A300NRA157VPYJ,21,Male,Computer Science,0,8,68,67,0,1,1,233000
A2DF3IFV1OIMRI,21,Male,Information Technology,1,7,76,73,0,1,0,
A3VIRG27TO2IO6,22,Male,Electronics And Communication,0,7,78,78,0,0,0,
A11UJ6D659VIP9,22,Male,Computer Science,1,6,79,79,0,0,0,
A3P222CN9HAPTF,21,Male,Computer Science,0,8,91,76,0,1,1,340000
AGTO21BHY08LF,21,Female,Electrical,0,6,67,81,0,0,0,250000
A1Q79KBG9A7T3K,21,Male,Information Technology,0,6,73,88,0,0,0,
A2UTZ4O5E2W4DK,22,Male,Computer Science,2,8,78,81,0,0,1,255000
A36VM3U0148YRR,21,Female,Computer Science,1,7,79,86,1,0,0,
AGS7RFQYQ6GRB,22,Male,Information Technology,0,6,76,83,0,0,0,
A1CBLDTBIL4G5K,22,Male,Information Technology,0,6,81,82,0,0,0,
AZPTIGMT448Y7,22,Male,Civil,1,6,88,81,1,0,0,
A3A4PFN73Q826S,22,Male,Mechanical,0,7,81,80,0,0,0,
A1TD6KOETIQW0S,21,Male,Mechanical,0,8,86,76,1,0,1,285000
A9P5AGBWNZ8ML,21,Female,Information Technology,0,6,83,71,0,0,0,
A1F7SPUFK940SR,21,Male,Mechanical,1,6,82,78,1,1,0,
AAXMIXZOCJG4L,22,Male,Computer Science,0,7,81,69,0,1,0,
A87YQIMOR3W1M,21,Male,Computer Science,0,7,80,68,0,0,0,
A3B625THSRVNR9,22,Male,Information Technology,0,8,68,67,0,0,1,275000
A2NO1TXXS9T0EE,21,Male,Computer Science,0,6,70,68,0,0,0,
A1IRN1M05TPOVT,21,Male,Information Technology,1,6,71,69,1,0,0,
ARONI7W0W677H,22,Female,Electronics And Communication,1,6,76,68,0,1,0,
A1Y3XPZK9ZADFW,21,Male,Information Technology,0,6,70,70,0,0,0,290000
A1Y3XPZK9ZADFW,21,Male,Computer Science,1,8,75,71,0,0,1,300000
A1ELZC3WXWILX2,22,Male,Mechanical,1,6,74,76,1,0,0,
A1X5RAIMX4ZSLJ,22,Female,Electronics And Communication,0,7,73,70,0,0,0,
A1IRN1M05TPOVT,22,Female,Information Technology,0,7,78,75,0,1,0,
A1S8ELUE383P8E,22,Male,Civil,0,6,79,74,0,0,0,
A2OEUROGZDTXUJ,22,Male,Mechanical,0,8,76,73,1,0,1,650000
A17V3UVYMI69TE,21,Male,Electronics And Communication,0,8,81,78,0,0,1,350000
A22PUBSSNP54L,22,Male,Computer Science,1,6,88,79,0,0,0,
A15USNEAJUXOSH,21,Male,Mechanical,0,6,81,76,1,0,0,
A15USNEAJUXOSH,21,Male,Information Technology,1,8,86,81,0,0,1,275000
A2BLJGGWN8GTXQ,21,Male,Electronics And Communication,1,8,83,88,1,1,1,310000
A1FXCNUVQ6FOMC,21,Male,Electronics And Communication,2,8,82,81,0,0,1,276000
A926YP1BSD72Y,21,Female,Electronics And Communication,2,7,81,86,0,0,1,310000
A33PLZ7SD5MCG0,21,Male,Information Technology,0,6,80,83,0,1,0,
A3EEBE82C3HYRD,22,Male,Electrical,0,6,76,82,0,0,0,
A35JPD8Q492FJC,22,Male,Mechanical,1,6,71,81,0,0,0,
A391CLP4UMXJQG,21,Male,Electronics And Communication,1,6,78,80,0,1,0,
AYB4ELCS5AM8P,21,Female,Information Technology,1,5,69,76,1,0,0,
A2GOE7ITDGYVE,21,Female,Computer Science,0,6,68,71,1,1,0,
A19G8B2QYETD7W,22,Male,Information Technology,1,5,76,78,0,0,0,
A3PZ4AXTY9J1DZ,21,Male,Mechanical,1,5,78,69,1,1,0,
ACFPHOYVB71V4,21,Male,Information Technology,2,6,79,68,1,0,1,300000
A1H80WDFOR94Q5,21,Male,Computer Science,2,5,91,76,0,1,0,
A3Q5YZNYGGUP8W,22,Male,Electrical,0,5,67,78,0,0,0,
AKRLMISQPL8QW,21,Male,Information Technology,0,5,73,79,0,1,0,
A2MUGFV2TDQ47K,22,Male,Electronics And Communication,2,7,78,91,0,1,0,
A1465JH39KR5O5,21,Male,Electrical,0,7,79,67,0,1,0,
A1L17QW3R7A519,21,Male,Electronics And Communication,1,6,76,73,1,1,0,
AOSFLVLMAG0N5,22,Male,Computer Science,1,6,81,78,0,0,0,
A2H2Q5RW1K56AI,22,Male,Mechanical,0,6,68,79,1,0,0,
A13VD7TJDWVOEC,22,Male,Computer Science,2,6,70,76,0,0,1,240000
AKKQKYX8ODUAF,21,Male,Electrical,0,6,71,81,0,0,0,
A3RB0YBBYGXBYE,22,Male,Civil,0,6,76,88,1,0,0,
A3492ZW10B65ON,22,Male,Information Technology,0,7,70,81,0,0,0,
A2ZEFDVX4X5TPX,21,Male,Computer Science,0,6,75,86,0,1,0,
A2MMTWKCJET6S,22,Male,Electrical,2,6,74,83,0,1,0,
A3RMGIKUWGPZOK,22,Male,Computer Science,1,6,73,82,0,0,0,
A1E2Y40TTPL8YK,21,Male,Computer Science,1,7,78,81,0,0,0,
A56JFSLUCHI4J,22,Male,Mechanical,0,8,79,80,1,0,1,400000
A1DW1FK1H3F2TM,21,Male,Electrical,3,7,76,67,0,0,1,275000
A3PJZ8TU8FDQ1K,22,Male,Mechanical,0,8,88,68,1,1,1,295000
A3PJZ8TU8FDQ1K,21,Male,Electrical,0,6,81,69,0,0,0,
AU3VZDTQH0J4M,21,Female,Computer Science,0,8,86,68,1,0,1,270000
A3B0HXAUWCLSZO,21,Male,Computer Science,0,7,83,70,0,0,0,
A17UR3NRLARXCH,21,Female,Electrical,1,6,82,71,0,0,0,
A31N6KB160O508,22,Female,Civil,1,8,81,76,0,0,1,425000
A339FKUBFG0VLX,21,Male,Civil,0,8,80,70,0,0,1,275000
A3MLESXA2VGWJC,21,Male,Information Technology,1,6,68,75,0,0,0,
A3UCO7B9HP42BG,21,Male,Computer Science,1,6,70,74,0,0,0,
A1DOBB5XZ1KMZ5,21,Male,Mechanical,0,6,71,73,1,1,0,
A3I96LKK3S15D0,21,Male,Civil,0,7,76,78,0,0,0,
A2LS9RBSI8SDZF,21,Female,Information Technology,1,8,70,79,1,0,1,310000
A324FVIOYCWNSB,22,Male,Civil,0,8,75,76,0,0,1,260000
A1RRHET1QIP1YK,22,Male,Computer Science,0,7,74,81,0,1,0,
A12OF4IM7A8YS,21,Male,Electrical,0,6,73,88,0,0,0,
AUHS7PQNAHNDI,21,Male,Electrical,1,6,78,81,0,1,0,
A26ONAQEIUEMV4,22,Male,Electronics And Communication,1,8,79,86,0,1,1,275000
AOHRHPJP38LLT,21,Male,Computer Science,0,7,76,83,0,1,0,
A1AXXMJQ3NDIFK,21,Male,Computer Science,0,7,81,82,0,1,0,
A31N6KB160O508,21,Male,Civil,1,8,88,81,0,1,1,300000
A31N6KB160O508,22,Male,Information Technology,0,8,81,80,0,0,1,275000
A1WQ3UGXPT15VI,21,Male,Electronics And Communication,0,6,86,76,0,0,0,
A1B05INWIDZ74O,28,Male,Civil,0,8,83,71,1,0,1,265000
A1B05INWIDZ74O,21,Male,Computer Science,2,7,82,78,0,0,1,393000
A3TEMXOLE1APPZ,22,Male,Electronics And Communication,2,6,81,69,0,0,1,360000
A2OAYIM13WIXCH,21,Male,Information Technology,1,8,80,68,1,0,1,300000
A2BFFXK7TEINBE,22,Male,Mechanical,0,6,76,76,1,0,1,360000
A3N9DN0V2YXAXA,21,Male,Mechanical,0,8,71,78,1,0,1,236000
A2C5BWOM7329UD,21,Male,Information Technology,1,6,78,79,0,0,0,
APGAA43E3WPN7,22,Female,Mechanical,1,7,69,91,1,0,0,
ABR7HU5H1KNE,22,Male,Electronics And Communication,0,8,68,67,0,0,1,350000
AJQD2WWJYOYFQ,21,Male,Electrical,0,6,76,73,0,0,0,
A16YH487W9ZYO0,21,Male,Mechanical,0,6,78,78,1,0,1,250000
A83YQC1XOU4CS,22,Male,Mechanical,0,7,79,79,1,0,0,
A2LGWBIT9WCTVA,22,Male,Electronics And Communication,1,6,91,76,1,1,0,
A3TX8RH943OLBM,22,Male,Computer Science,0,7,67,81,0,1,1,260000
A3L4OZ0U0A5UDH,21,Male,Computer Science,0,7,73,88,0,0,1,278000
A2OEUROGZDTXUJ,22,Male,Computer Science,0,8,78,81,0,1,1,300000
A30H2335OM7RD6,22,Male,Information Technology,1,6,79,86,1,0,0,
A2SYKMR242D0X6,21,Male,Electronics And Communication,0,6,76,83,0,0,0,
A27YPCR3ZXWVFE,22,Male,Computer Science,0,6,81,82,0,0,1,240000
A39Y59C6FTC0GL,21,Male,Civil,0,6,68,81,0,0,1,411000
A3I5AT1101AS3A,22,Female,Information Technology,1,8,70,80,0,0,1,287000
A22LENLDTGQIU7,21,Male,Information Technology,1,8,71,68,0,0,1,320000
A2ZCD6KO2YY9IZ,21,Male,Mechanical,0,8,76,70,1,0,1,411000
A2C18CH1YC6BYT,22,Male,Civil,0,6,70,71,0,0,0,
A2M8JQ3AME7878,22,Male,Electrical,0,7,75,76,0,1,0,
A3B6TOEXSQVO24,21,Male,Information Technology,1,6,74,70,0,1,1,300000
A16S0NQ3MWJXFL,21,Male,Mechanical,1,6,73,75,1,0,0,
A1UM73T71CFPSY,22,Male,Mechanical,0,6,78,74,1,1,1,204000
A38KP1POQ191WT,22,Female,Information Technology,0,7,81,73,0,0,1,250000
A1AVLKAXW55QQA,22,Male,Information Technology,2,7,88,78,0,0,0,
A2DQBXU2LEVWWA,21,Male,Computer Science,3,8,81,79,0,0,1,200000
A4NDPXCYKRCY2,22,Male,Computer Science,0,6,86,76,0,0,1,200000
A3TK2IOP8UQ087,21,Male,Computer Science,0,8,83,81,0,1,1,287000
AYBYYDVV5ABJE,21,Female,Information Technology,1,8,82,88,0,1,1,450000
A3MFU0GVZUVH3K,21,Female,Computer Science,0,8,81,81,1,1,1,216000
A27C44BIRQH3QW,22,Male,Information Technology,1,6,80,86,0,0,1,
ACYR6O588USK,21,Male,Electronics And Communication,0,8,68,83,0,1,1,240000
A13SOXNMWXQVNU,22,Female,Mechanical,1,7,70,82,1,0,0,
A1MFG9E45RX5OW,21,Male,Information Technology,1,8,71,81,1,0,1,268000
A2L9028WTVFL1I,22,Male,Electrical,0,6,76,80,0,0,0,
A1BXG0K7UD9CTD,22,Male,Mechanical,0,7,70,76,1,0,0,
AY1EF0GOH80EK,22,Male,Civil,0,6,75,71,1,0,0,
AWLK6NSSV0YNA,22,Male,Information Technology,0,6,74,78,0,1,1,240000
A15U6JW86FB9OV,22,Male,Electronics And Communication,1,7,73,69,0,0,0,
ALCKGM3XF391,21,Male,Information Technology,1,8,78,68,0,0,1,240000
A1LERBW69A3FDS,22,Male,Electrical,1,7,79,76,0,0,0,
A3CN9CCJUNIPKT,22,Male,Mechanical,0,6,76,78,1,0,1,275000
A3P8OWYR65G9UF,21,Male,Civil,2,6,81,79,1,0,1,275000
A2EMS62FCYODRS,22,Male,Electronics And Communication,0,6,88,91,0,0,1,220000
A18VDAH788BOAC,21,Male,Computer Science,0,7,81,67,0,0,1,275000
A2NI99G9BANORP,22,Male,Mechanical,0,7,86,73,1,1,0,
A2A1XYSB692L6J,22,Male,Mechanical,2,7,83,78,1,0,1,240000
A3RMGIKUWGPZOK,22,Male,Mechanical,0,7,82,79,1,0,1,240000
A2TN9C5E4A0I3F,21,Male,Computer Science,0,7,81,76,0,0,0,
A2LN5DDGT21310,22,Male,Computer Science,1,7,80,81,0,0,1,336000
A3GJQ3W0T0KWEO,21,Male,Electrical,0,6,76,68,0,0,1,
A1PGMT8XLL4FPM,22,Male,Civil,0,6,71,70,0,0,0,
A4XCTURC8URLE,21,Male,Information Technology,3,8,78,71,1,0,1,500000
A21D8LH2CD2EIZ,22,Female,Electronics And Communication,3,8,69,76,1,1,1,270000
A14SOW889A4TAT,21,Male,Information Technology,0,7,68,70,0,1,1,218000
A6UFSCD6O8JMT,21,Male,Computer Science,1,8,76,75,0,0,1,240000
A14HZ5EMD2WCG,21,Male,Information Technology,0,7,78,74,0,0,0,
A3ARC3UIY3Z1KQ,21,Male,Mechanical,2,6,79,73,1,0,1,320000
A2B5OI74EHGVH1,22,Male,Mechanical,0,8,91,78,1,0,1,300000
ATZ0P4653KL13,21,Female,Computer Science,1,8,67,79,1,0,1,300000
A2GDBBZMMBX1L,22,Male,Electrical,0,8,73,76,0,1,1,400000
A35KU4XNOVV194,21,Male,Civil,1,8,78,81,0,0,1,220000
A3D7FUBG14QWKX,22,Female,Computer Science,1,7,79,88,1,0,0,
APA1GLNHF6K9H,21,Male,Electrical,0,7,76,81,0,0,0,
A31MZR41SM9JU5,21,Female,Information Technology,0,7,81,86,0,0,0,
A1RUS8VOWCIC28,21,Female,Computer Science,1,8,68,83,1,0,1,300000
A10RJEQN64ATXU,21,Male,Computer Science,1,8,70,82,0,0,1,400000
A2OLJKXJBAYBTY,21,Male,Electronics And Communication,1,6,71,81,0,0,0,
A3UFRBCC1CSCSJ,22,Male,Mechanical,0,8,76,80,1,0,1,300000
AR7TAEEUDHMUB,22,Male,Electronics And Communication,1,8,70,76,0,0,1,260000
A320QA9HJFUOZO,21,Male,Computer Science,1,6,75,71,0,0,0,
A1GBZCL326K4GN,21,Male,Civil,0,7,74,78,0,0,0,
ADS5APY1NKTL4,22,Male,Electronics And Communication,1,7,73,69,0,1,0,
A3ARZW7S96SESC,22,Male,Electrical,1,7,78,68,0,0,0,
A2JFHMA59G55MJ,22,Male,Electrical,0,8,81,76,0,0,1,220000
AJWLSDYCSQNBL,21,Male,Information Technology,1,8,80,78,0,0,1,380000
AG7EF0SVBQOUX,22,Male,Mechanical,2,7,76,79,1,0,0,
A1FAHUMEJO9S1K,21,Male,Civil,0,6,71,91,1,1,0,
A3RMGIKUWGPZOK,22,Male,Mechanical,1,6,78,67,1,0,0,
AWM1SL1PYY3A3,22,Male,Electronics And Communication,1,7,69,73,0,0,0,
AW11YEHZRZ4D1,22,Male,Mechanical,1,7,68,78,1,0,0,
A3PJZ8TU8FDQ1K,22,Female,Mechanical,1,8,76,79,0,0,1,380000
AX7K82LNPVATT,21,Male,Computer Science,0,7,78,76,0,1,0,
A2VQWV1HMW99AS,21,Male,Electronics And Communication,0,8,79,81,0,0,1,300000
A1Q7A78VSQ5GQ4,21,Male,Mechanical,1,7,91,70,0,0,0,
AV51MFS5XJXFP,22,Male,Information Technology,0,7,67,71,0,0,0,
A20K6K9TZGX7RQ,21,Male,Computer Science,2,7,73,76,0,0,1,250000
A2A8KWCE8RKB9T,22,Male,Civil,1,8,78,70,0,0,1,250000
A27GRVH9ZJGXLT,22,Male,Electronics And Communication,0,8,79,75,0,0,1,280000
A2E74M662DXAAR,22,Male,Mechanical,0,7,76,74,1,0,0,
A3JJI4J8XAMK5Y,22,Male,Information Technology,1,7,81,73,0,0,0,
A1CMTRQCJFV8L3,22,Male,Computer Science,1,6,68,78,0,0,0,
A2R9GBWL1CDBN1,21,Male,Computer Science,1,6,70,79,0,0,0,
A3PSJEB2O37G8U,22,Female,Civil,1,6,71,76,0,0,0,
A2OEUROGZDTXUJ,21,Female,Civil,1,8,76,81,0,0,1,940000
A2933AO5D7O1T6,22,Female,Computer Science,1,7,70,88,1,0,0,
A2NO1TXXS9T0EE,21,Male,Mechanical,1,8,75,81,1,0,1,250000
A2II09GQGWOMTQ,30,Male,Computer Science,1,8,74,86,0,0,1,236000
AQQLWCMRNDFGI,22,Male,Information Technology,0,8,78,83,0,1,1,240000
A24ZV048V7J0MT,21,Male,Information Technology,1,7,79,82,0,1,0,
A3L5L1NZIKLSJU,22,Female,Electronics And Communication,0,7,76,81,0,0,0,
A5U1K1NRQEZW9,22,Male,Information Technology,1,8,81,80,1,0,1,210000
A216YA3CYXIOGI,22,Male,Civil,1,7,70,76,0,0,0,
A20FQULBVVWA8B,22,Male,Electrical,1,6,71,71,1,1,0,
A1LFB8KRBI9IE2,21,Female,Civil,1,7,76,78,0,1,0,
A2N10M1J3KJZK4,21,Male,Computer Science,0,6,70,69,0,0,0,
A3NXBP212KFH5X,22,Male,Electrical,1,7,75,68,0,0,0,
A3RMGIKUWGPZOK,21,Male,Information Technology,0,8,74,76,0,1,1,300000
A3PM9DMVYG9HDK,21,Male,Computer Science,1,7,73,78,0,0,0,
A3PJZ8TU8FDQ1K,22,Male,Electrical,1,7,78,79,0,1,0,
A3PJZ8TU8FDQ1K,22,Male,Electrical,0,8,79,91,0,0,1,200000
A2TMSO255FQBBU,22,Male,Electrical,1,7,76,67,0,0,0,
A20ORC60J05BP3,21,Male,Computer Science,1,7,81,73,0,0,0,
AYSEXV27DPQ3E,21,Male,Computer Science,2,7,88,78,0,0,1,250000
AX668BUQRHI7C,21,Male,Computer Science,0,7,81,79,0,0,0,
A3MPHBL698EET7,22,Male,Electrical,0,7,86,76,0,1,0,
A1LA5T5SXLGFZQ,22,Male,Computer Science,2,6,83,81,0,0,1,265000
A2YKWYC3WQJX5J,22,Male,Electronics And Communication,0,8,82,88,0,0,1,260000
A1JBB01LAK69LV,21,Male,Electrical,0,7,81,81,0,0,0,
AKMEY1BSHSDG7,22,Male,Information Technology,1,6,80,86,0,0,0,
A2F7GUZ4UMVHFL,21,Male,Computer Science,0,7,76,83,0,0,0,
A3RO3CGZ9MWA1I,22,Female,Information Technology,0,8,71,82,0,0,1,233000
A37D5847LN3WQ,22,Male,Electronics And Communication,1,7,78,81,0,0,0,
A1GV4HEM6XZC06,21,Male,Information Technology,0,6,69,80,0,0,0,
ABCXJIXC6Q6EB,21,Male,Civil,0,7,68,68,1,0,0,
A3MTY0ZE9WYJHL,22,Male,Electrical,1,8,76,70,0,0,1,690000
A3E9OJWHMXMYYF,22,Male,Computer Science,0,6,78,71,0,0,0,
A2PYL0PSX5MQYQ,21,Male,Information Technology,0,7,79,76,0,0,0,
A2J4K5SCKZH38C,21,Male,Civil,1,8,91,70,0,0,1,340000
ADS5APY1NKTL4,21,Male,Computer Science,1,7,67,75,0,0,0,
AKGQ6RM68SQY1,22,Male,Civil,0,7,73,74,1,0,0,
A3TA1UJWRJF9NC,21,Male,Computer Science,2,7,78,73,0,1,0,
A3M174IC0VXOS2,22,Female,Electronics And Communication,0,8,79,78,0,0,1,300000
A2FVD05Z2FYW1P,21,Male,Computer Science,1,7,76,79,0,0,0,
A3M2VGWFJGRUOH,22,Male,Computer Science,1,6,81,76,0,0,0,
A28HKCWJ7YF2AI,21,Male,Computer Science,0,7,88,81,0,1,0,
A36QQYEW0AMJEO,21,Male,Electronics And Communication,1,7,81,88,0,0,1,300000
A1IVFBJA9KAI1M,21,Male,Information Technology,1,8,86,81,0,1,1,285000
A16Q0OV7CIPQC0,21,Male,Electronics And Communication,0,7,83,86,0,0,1,500000
A2OL5WLCNZVD9K,22,Male,Information Technology,2,6,82,83,0,0,1,250000
A1I29JSIGJNWKH,22,Male,Computer Science,1,6,81,82,0,0,0,
A28870VSBU9LDQ,21,Male,Electronics And Communication,0,7,80,81,0,0,1,240000
A2Y0FKOY6WE0NQ,22,Male,Computer Science,1,6,68,80,0,0,1,285000
ACJW2YSBG2HA1,21,Male,Electronics And Communication,0,8,70,76,0,0,1,285000
A1J5HHOPXZ6UNF,22,Female,Information Technology,0,8,71,71,0,0,1,250000
A2W1A5GK4A03ZT,22,Male,Information Technology,1,7,76,78,0,0,0,
A34BFOXOM87TCY,21,Male,Information Technology,2,6,70,69,1,0,1,290000
A398GJE5FBPHM3,21,Male,Computer Science,2,8,75,68,0,0,1,300000
A1OHDRFL6BXJEN,22,Female,Information Technology,2,7,74,76,1,0,1,285000
ARJC7AEB38VSV,21,Male,Computer Science,2,7,73,78,0,0,1,500000
A1ZH9LWMX5UCFJ,21,Male,Information Technology,2,8,78,79,0,0,1,285000
AFS69EWZJL8JL,21,Male,Computer Science,2,7,79,71,0,0,1,220000
A3SSSVZHCZDCVG,22,Female,Information Technology,1,7,76,76,1,0,1,650000
A3MGR554VRBPEE,22,Male,Computer Science,2,7,81,70,0,0,1,350000
A2TXMYYGSZCSZ1,21,Male,Electrical,1,8,88,75,0,0,1,285000
A2S48P812WA6G3,21,Male,Information Technology,2,7,81,74,0,1,0,
ALX50DFCW06A2,22,Male,Computer Science,1,8,86,73,0,1,1,265000
A1WZC84IUE6GLV,21,Male,Computer Science,1,7,83,78,0,0,0,
AZDOT832SUWST,21,Male,Civil,2,6,82,79,0,0,0,
A1PI8VBCXXSGC7,22,Male,Electrical,1,6,81,76,0,0,0,
A3N3QK86OEC3UO,21,Male,Information Technology,1,8,80,88,0,1,1,252000
A27OSHV3HCBH9T,21,Male,Electronics And Communication,1,7,76,81,0,0,0,
AOF1QIAJMHMR6,21,Male,Electrical,1,7,71,86,0,1,1,280000
A1ORTSMKAQ385F,21,Male,Electrical,2,8,78,83,0,0,1,276000
A3W4D8XOGLWUN5,22,Male,Electronics And Communication,1,8,69,82,0,0,1,350000
A3PD8JD9L4WEII,22,Male,Mechanical,1,8,68,81,1,0,1,350000
A11GAMN6HED4U1,21,Male,Civil,2,8,76,80,1,1,1,264000
A24DY5PBCVDQT5,22,Female,Computer Science,1,6,78,68,1,0,1,270000
A1LRJCPIUWW05E,22,Male,Electrical,2,6,79,70,0,0,1,300000
AR8T5HFGMG7BH,22,Male,Mechanical,2,7,91,71,1,0,0,
AV7PGZYSMCCMY,22,Female,Electronics And Communication,1,7,67,76,0,0,0,
A2Y4S4CNGKF21S,22,Female,Electronics And Communication,2,8,73,70,0,0,1,250000
AF2QG8069GUW3,22,Male,Electronics And Communication,1,8,78,75,0,0,1,260000
A2IKBRA9AYE42Y,21,Male,Mechanical,1,6,79,74,1,0,0,
A3FBX8WCKKGLUL,22,Male,Mechanical,2,6,76,73,1,0,1,265000
A1HKHIP6VCMALP,22,Male,Civil,1,6,81,78,0,0,0,
A3UNQ4HI7BBGU7,21,Male,Mechanical,1,8,68,79,1,0,1,264000
A1786JC5BTH9K9,21,Female,Information Technology,2,6,70,76,0,0,1,240000
A2R7HCH5T4YNU,21,Male,Electronics And Communication,2,8,71,81,0,0,1,260000
A2Q5NN1T6KORY1,21,Male,Information Technology,2,8,76,88,0,1,1,210000
A239D6FZHF13QE,22,Male,Computer Science,2,7,70,81,0,0,0,
A3IJIU6311RN1V,22,Male,Information Technology,1,8,75,86,0,0,1,260000
A1FYLZ3D9798NG,22,Male,Electrical,2,8,74,83,0,0,1,300000
A10FFLTMYJ5CB1,22,Male,Electronics And Communication,2,8,73,82,0,0,1,275000
A23ZYHOZTVFWL0,21,Male,Computer Science,2,6,78,81,0,0,1,216000
A2IUXP7OO5B1RE,22,Male,Computer Science,1,7,79,80,0,0,1,400000
A5N1HB1T4EKCM,21,Female,Mechanical,1,7,76,76,1,0,0,
A1F41LG23DFNSK,21,Male,Computer Science,2,6,81,71,0,0,1,295000
A2MNS15KMBOSC9,22,Female,Computer Science,1,6,88,78,1,0,1,204000
A1DEGQPKYB3O1E,21,Male,Mechanical,1,6,81,69,1,1,0,
A2UX6H8EJVHPEG,22,Male,Electronics And Communication,1,7,86,68,0,1,0,
A65DFK1MSAFGA,21,Female,Computer Science,1,8,83,76,1,0,1,250000
A3LH58BUPXEQF6,22,Male,Electrical,1,7,82,78,0,0,0,
A2PR6NXG0PA3KY,21,Male,Information Technology,2,6,81,79,1,0,1,425000
A5X1HYT9V8270,21,Female,Information Technology,1,7,80,91,0,1,1,300000
AR0QZAWV9SPGR,22,Female,Information Technology,1,6,76,67,0,0,1,300000
A36JB4JUVJBR7E,21,Male,Mechanical,2,6,71,73,1,0,1,252000
A1Y0SXL79738NX,22,Male,Mechanical,1,6,78,78,1,0,0,
ANCBYBPPR9VPA,21,Male,Electronics And Communication,1,7,69,79,0,0,1,231000
A3DZDJUHI0FF28,22,Male,Information Technology,0,6,68,76,0,0,1,260000
A13RHNMSMWBAPE,22,Male,Civil,1,8,76,81,0,0,1,250000
A12KYJ40E3KZ2D,21,Male,Electrical,0,7,78,68,0,0,0,
A12FMFPEZ0V3B3,22,Male,Electronics And Communication,1,7,79,70,0,0,0,
A3150C7E8XF6MM,22,Female,Information Technology,1,8,91,71,0,0,1,218000
A1S5D9ODI7JEY2,22,Female,Electrical,1,6,67,76,0,1,0,
A3B8M066G29TJS,21,Male,Mechanical,0,7,70,70,1,0,0,
A14RMK9JKP5RVW,22,Male,Electronics And Communication,0,7,71,75,0,0,0,
A23TT78NE3WT08,22,Male,Information Technology,1,7,76,74,1,0,0,
A2327U3ZDRYTEU,22,Male,Computer Science,0,7,70,73,0,1,0,
A1GY0FE07QFFLF,21,Male,Electronics And Communication,1,8,75,78,1,1,1,265000
ABB9G8XU614QH,22,Male,Computer Science,0,6,74,81,0,0,0,
A2ZM039W8EU0EW,22,Male,Information Technology,0,7,73,88,0,0,0,
ABKTO3I7WTONK,21,Male,Electronics And Communication,1,6,78,81,0,0,0,
AG89YXJSTWGEE,22,Male,Mechanical,1,7,79,86,1,1,0,
AHRNDSKWH1YBT,22,Male,Computer Science,2,7,76,83,0,0,0,
A3KCN9XLSGIE7L,22,Female,Electrical,1,7,81,82,1,1,0,
A1RB1IV0NF7ZM1,21,Male,Civil,1,6,88,81,0,0,0,
A1EDDDNRWBYIV0,22,Male,Civil,0,6,81,80,0,0,0,
A1IGS4Q2K2ETUD,22,Male,Electrical,0,7,86,68,0,0,0,
A3TE71LIQMQQE3,21,Male,Computer Science,1,7,83,70,0,0,0,
